query,matching_paragraphs,num_matching_paragraphs,num_matching_docs,nonmatching_paragraphs,num_nonmatching_paragraphs,num_nonmatching_docs,label,overlap,par_balance,doc_balance
afi 11-102 flying hour program management,"['AFI 11-102.pdf_17', 'AFI 11-102.pdf_15', 'AFI 11-102.pdf_7']",3,1,"['AFPD 11-1.pdf_1', 'AFMAN 11-2E-4BV1.pdf_115', 'AFMAN 11-2E-4BV1.pdf_28', 'AFMAN 11-101.pdf_26', 'AFMAN 11-101.pdf_28', 'AFI 11-2B-1V1.pdf_81', 'AFI 11-2B-1V1.pdf_29', 'AFMAN 11-2HC-130JV1.pdf_98', 'AFMAN 11-2HC-130JV1.pdf_30', 'AFMAN 63-143.pdf_75', 'AFMAN 11-2RC-135V1.pdf_29']",11,7,train,0,0.2727272727272727,0.14285714285714285
afi 11-2c-130v3addd lc-130 ski procedures,"['AFI 11-2C-130V3ADDD.pdf_16', 'AFI 11-2C-130V3ADDD.pdf_19', 'AFI 11-2C-130V3ADDD.pdf_26']",3,1,"['DAFMAN 13-217.pdf_124', 'DAFMAN 13-217.pdf_139']",2,1,train,0,1.5,1.0
afi 11-412 aircrew management,"['AFI 11-412.pdf_43', 'AFI 11-412.pdf_0', 'AFI 11-412.pdf_16', 'AFI 11-412.pdf_13', 'AFI 11-412.pdf_33']",5,1,"['AFMAN 11-2UH-1NV1.pdf_81', 'AFMAN 11-2UH-1NV1.pdf_34', 'AFMAN 11-2HC-130JV1.pdf_29', 'AFMAN 11-2HC-130JV1.pdf_98', 'AFMAN 11-2HC-130JV1.pdf_25', 'AFJQS 3N0XX.pdf_301', 'AFI 11-2B-1V1.pdf_81', 'AFMAN 11-2B-52V1.pdf_41', 'AFMAN 11-2F-35AV1.pdf_65', 'AFMAN 11-2F-35AV1.pdf_69', 'AFMAN 11-2HH-60GV1.pdf_75', 'AFMAN 11-2HH-60GV1.pdf_28', 'AFMAN 11-2HH-60GV1.pdf_27', 'AFMAN 11-2C-17V1.pdf_190', 'AFMAN 11-2WC-130JV1.pdf_94', 'AFMAN 11-2WC-130JV1.pdf_33', 'AFMAN 11-402.pdf_313', 'CFETP 1A8X2.pdf_282', 'AFMAN 11-2AEV1.pdf_121', 'AFMAN 11-2AEV1.pdf_25']",20,12,train,0,0.25,0.08333333333333333
afi 13-114v1 air support operations center (asoc)training program,['AFI 13-114V1.pdf_160'],1,1,['CFETP 13LXX.pdf_13'],1,1,train,0,1.0,1.0
afi 13-550 air force nuclear command control and communications (nc3),"['AFI 13-550.pdf_48', 'AFI 13-550.pdf_46', 'AFI 13-550.pdf_45', 'AFI 13-550.pdf_20', 'AFI 13-550.pdf_22']",5,1,"['AFMD 63.pdf_8', 'AFI 13-500.pdf_46', 'AFI 13-500.pdf_30', 'HAFMD 1-60.pdf_24', 'AFI 13-520.pdf_55', 'AFI 13-520.pdf_27', 'AFI 10-204.pdf_59', 'AFI 10-204.pdf_68', 'AFI 21-103.pdf_231']",9,6,train,0,0.5555555555555556,0.16666666666666666
afi 14-404 intelligence oversight,['AFI 14-404.pdf_17'],1,1,"['CFETP 1N1X1XA.pdf_291', 'AFI 90-201.pdf_179', 'AFI 90-201.pdf_76', 'AFMAN 14-405.pdf_6']",4,3,train,0,0.25,0.3333333333333333
afi 16-107 military personnel exchange program,"['AFI 16-107.pdf_99', 'AFI 16-107.pdf_42', 'AFI 16-107.pdf_57', 'AFI 16-107.pdf_104']",4,1,"['DAFMAN 16-201.pdf_93', 'DAFMAN 16-201.pdf_85', 'DAFMAN 11-401.pdf_96', 'DAFMAN 11-401.pdf_63', 'DAFMAN 11-401.pdf_60', 'AFI 16-201.pdf_149', 'AFI 16-201.pdf_72', 'AFI 16-201.pdf_58', 'AFI 16-201.pdf_59', 'AFI 16-201.pdf_76', 'SECNAVINST 4950.4B.pdf_314', 'SECNAVINST 4950.4B.pdf_305', 'SECNAVINST 4950.4B.pdf_227', 'AR 12-15.pdf_314', 'AR 12-15.pdf_305', 'AR 12-15.pdf_227']",16,5,train,0,0.25,0.2
afi 16-1301 survival evasion resistance and escape (sere) program,['AFI 16-1301.pdf_111'],1,1,"['AFPD 16-13.pdf_4', 'AFPD 16-13.pdf_1', 'AFI 13-219V1.pdf_91', 'AFMAN 11-2U-2V1.pdf_68']",4,3,train,0,0.25,0.3333333333333333
afi 16-1401 information protection,"['AFI 16-1401.pdf_16', 'AFI 16-1401.pdf_18', 'AFI 16-1401.pdf_12', 'AFI 16-1401.pdf_11']",4,1,"['AFMAN 16-1405.pdf_693', 'AFMAN 16-1404V1.pdf_333', 'AFMAN 16-1404V1.pdf_282', 'AFMAN 16-1404V1.pdf_112', 'AFI 13-103.pdf_105', 'AFI 13-103.pdf_69', 'CFETP 0083.pdf_446']",7,4,train,0,0.5714285714285714,0.25
afi 16-402 aerospace vehicle programming assignment distribution accounting and termination,['AFI 16-402.pdf_186'],1,1,"['AFI 21-103.pdf_255', 'AFI 21-103.pdf_92', 'AFMAN 11-2U-2V1.pdf_68', 'AFI 84-103.pdf_157']",4,3,train,0,0.25,0.3333333333333333
afi 16-601 implementation of and compliance with international arms control and nonproliferation agreements,['AFI 16-601.pdf_25'],1,1,"['AFI 16-604.pdf_51', 'HAFMD 1-60.pdf_24', 'AFI 16-608.pdf_80', 'AFI 16-608.pdf_60']",4,3,train,0,0.25,0.3333333333333333
afi 16-701 management administration and oversight of special access programs,"['AFI 16-701.pdf_48', 'AFI 16-701.pdf_5']",2,1,"['AFPD 16-7.pdf_21', 'AFMAN 16-1405.pdf_525', 'AFI 71-101V4.pdf_50', 'AFI 71-101V4.pdf_23', 'AFMAN 16-1404V1.pdf_41', 'AFMAN 16-1404V1.pdf_112', 'AFI 20-101_63-101.pdf_35', 'AFI 20-101_63-101.pdf_245']",8,5,train,0,0.25,0.2
afi 17-130 cybersecurity program management,"['AFI 17-130.pdf_33', 'AFI 17-130.pdf_21', 'AFI 17-130.pdf_23', 'AFI 17-130.pdf_26', 'AFI 17-130.pdf_28']",5,1,"['AFI 13-550.pdf_46', 'AFI 13-550.pdf_23', 'CFETP 3E0X1.pdf_287', 'CFETP 3E0X1.pdf_297', 'CFETP 3E0X1.pdf_245', 'CFETP 3E0X1.pdf_264', 'CFETP 1C7X1.pdf_232', 'CFETP 3E5X1.pdf_247', 'CFETP 3E5X1.pdf_217', 'CFETP 3E5X1.pdf_226', 'CFETP 3E5X1.pdf_234', 'AFMAN 17-1303.pdf_71', 'AFMAN 17-1303.pdf_41', 'CFETP 2T2X1.pdf_153', 'CFETP 1W0X1.pdf_214', 'CFETP 2A3X8.pdf_174', 'CFETP 4D0X1.pdf_127', 'CFETP 2A3X3.pdf_163', 'AFI 17-101.pdf_74', 'AFI 17-101.pdf_21']",20,11,train,0,0.25,0.09090909090909091
afi 17-210 radio management,"['AFI 17-210.pdf_24', 'AFI 17-210.pdf_22', 'AFI 17-210.pdf_29', 'AFI 17-210.pdf_37', 'AFI 17-210.pdf_36']",5,1,"['AFI 17-220.pdf_96', 'AFI 17-220.pdf_39', 'AFI 17-213.pdf_6', 'AFMAN 17-1203.pdf_322', 'AFMAN 17-1203.pdf_292', 'AFI 21-101.pdf_264', 'AFI 21-101.pdf_395', 'AFI 21-101.pdf_120', 'AFI 21-101.pdf_116', 'DAFI 21-101.pdf_309', 'DAFI 21-101.pdf_440', 'DAFI 21-101.pdf_165', 'DAFI 21-101.pdf_161', 'AFMAN 32-3001.pdf_84', 'AFMAN 17-1301.pdf_95', 'CFETP 1T0X1.pdf_573', 'AFMAN 17-2101.pdf_37', 'AFMAN 11-2EAV3.pdf_170', 'AFMAN 11-2EAV3.pdf_98']",19,10,train,0,0.2631578947368421,0.1
afi 17-221 spectrum interference resolution program,['AFI 17-221.pdf_16'],1,1,"['DAFI 17-220.pdf_21', 'DAFI 17-220.pdf_9', 'DAFI 17-220.pdf_16', 'AFI 17-220.pdf_96']",4,2,train,0,0.25,0.5
afi 23-101 materiel management policy,"['AFI 23-101.pdf_178', 'AFI 23-101.pdf_349', 'AFI 23-101.pdf_352', 'AFI 23-101.pdf_260', 'AFI 23-101.pdf_426']",5,1,"['AFMAN 23-122.pdf_199', 'AFMAN 23-122.pdf_33', 'AFMAN 23-122.pdf_207', 'AFMAN 23-122.pdf_584', 'AFMAN 23-122.pdf_611', 'AFMAN 41-209.pdf_136', 'AFI 21-150.pdf_15', 'AFI 20-117.pdf_51', 'AFMAN 34-204.pdf_149', 'AFI 24-302.pdf_330', 'AFI 24-302.pdf_231', 'AFI 24-302.pdf_224', 'AFI 25-101.pdf_61', 'AFI 25-101.pdf_70', 'AFI 25-101.pdf_65', 'AFMAN 32-7002.pdf_50', 'DAFPD 99-1.pdf_11', 'AFMAN 21-203.pdf_145', 'AFMAN 21-203.pdf_36', 'AFI 23-201.pdf_111']",20,11,train,0,0.25,0.09090909090909091
afi 23-119 exchange sale or temporary custody of nonexcess personal property,['AFI 23-119.pdf_0'],1,1,"['AFI 64-103.pdf_13', 'AFI 64-103.pdf_15', 'AFI 64-103.pdf_7', 'AFI 64-103.pdf_20']",4,1,train,0,0.25,1.0
afi 23-201 fuels management,"['AFI 23-201.pdf_6', 'AFI 23-201.pdf_39', 'AFI 23-201.pdf_65', 'AFI 23-201.pdf_81', 'AFI 23-201.pdf_53']",5,1,"['CFETP 2F0X1.pdf_496', 'CFETP 2F0X1.pdf_411', 'CFETP 2F0X1.pdf_117', 'AFI 25-101.pdf_121', 'AFI 25-101.pdf_66', 'AFI 23-202.pdf_19', 'AFI 23-202.pdf_13', 'AFPAM 23-221.pdf_974', 'AFPAM 23-221.pdf_59', 'AFI 20-112.pdf_21', 'AFI 20-112.pdf_30', 'DAFI 20-112.pdf_21', 'DAFI 20-112.pdf_30', 'AFI 23-101.pdf_484', 'AFI 23-101.pdf_293', 'AFMAN 32-7002.pdf_106', 'AFMAN 32-7002.pdf_29', 'AFI 23-111.pdf_11', 'AFH 10-222V1.pdf_493', 'AFH 10-222V1.pdf_279']",20,10,train,0,0.25,0.1
afi 24-301 ground transportation,"['AFI 24-301.pdf_128', 'AFI 24-301.pdf_124', 'AFI 24-301.pdf_145', 'AFI 24-301.pdf_138', 'AFI 24-301.pdf_40']",5,1,"['CFETP 2T1X1.pdf_693', 'CFETP 2T1X1.pdf_1279', 'CFETP 2T1X1.pdf_482', 'CFETP 2T1X1.pdf_244', 'CFETP 3E0X1.pdf_242', 'AFI 25-101.pdf_121', 'AFI 25-101.pdf_66', 'AFI 10-403.pdf_127', 'AFI 10-403.pdf_84', 'QTP 24-3-C600.pdf_708', 'QTP 24-3-C600.pdf_82', 'CFETP 2T2X1.pdf_152', 'QTP 24-3-PTLHK.pdf_278', 'QTP 24-3-E935.pdf_666', 'QTP 24-3-E935.pdf_82', 'CFETP 21RX.pdf_713', 'QTP 24-3-C603.pdf_364', 'QTP 24-3-C603.pdf_68', 'QTP 24-3-C104.pdf_1022', 'QTP 24-3-C104.pdf_71']",20,11,train,0,0.25,0.09090909090909091
afi 24-302 vehicle management,"['AFI 24-302.pdf_330', 'AFI 24-302.pdf_332', 'AFI 24-302.pdf_331', 'AFI 24-302.pdf_274', 'AFI 24-302.pdf_282']",5,1,"['QTP 24-3-D513.pdf_62', 'QTP 24-3-D513.pdf_247', 'QTP 24-3-D586.pdf_62', 'QTP 24-3-D586.pdf_304', 'QTP 24-3-D701.pdf_55', 'QTP 24-3-D701.pdf_268', 'QTP 24-3-C157.pdf_57', 'QTP 24-3-C157.pdf_418', 'QTP 24-3-D758.pdf_50', 'QTP 24-3-D758.pdf_427', 'QTP 24-3-D630.pdf_52', 'QTP 24-3-D630.pdf_434', 'QTP 24-3-C341.pdf_55', 'QTP 24-3-C341.pdf_419', 'QTP 24-3-D720.pdf_53', 'QTP 24-3-D720.pdf_425', 'AFI 10-403.pdf_127', 'AFI 10-403.pdf_112', 'QTP 24-3-B162.pdf_59', 'QTP 24-3-B162.pdf_406']",20,10,train,0,0.25,0.1
afi 25-201 intra-service intra-agency and inter-agency support agreements procedures,['AFI 25-201.pdf_18'],1,1,"['CFETP 43EXX.pdf_130', 'CFETP 4A0X1.pdf_509', 'AFI 25-202.pdf_15', 'AFI 25-202.pdf_12']",4,3,train,0,0.25,0.3333333333333333
afi 25-301 acquisition and cross-servicing agreements,"['AFI 25-301.pdf_22', 'AFI 25-301.pdf_14']",2,1,"['AFPD 25-3.pdf_8', 'AFPD 25-3.pdf_6', 'AFI 21-150.pdf_15', 'AFI 21-150.pdf_11', 'AFI 21-150.pdf_7', 'AFI 21-150.pdf_8', 'AFI 21-150.pdf_5', 'AFI 10-403.pdf_53']",8,3,train,0,0.25,0.3333333333333333
afi 31-118 security forces standards and procedures,"['AFI 31-118.pdf_2', 'AFI 31-118.pdf_0', 'AFI 31-118.pdf_52', 'AFI 31-118.pdf_184', 'AFI 31-118.pdf_100']",5,1,"['AFI 10-403.pdf_68', 'AFI 10-403.pdf_127', 'AFI 51-508.pdf_49', 'AFI 51-508.pdf_24', 'AFMAN 35-101.pdf_86', 'AFI 10-801.pdf_73', 'AFI 10-801.pdf_48', 'AFMAN 11-2E-4BV3.pdf_145', 'AFMAN 11-2E-4BV3.pdf_133', 'DAFI 31-121.pdf_69', 'DAFI 31-121.pdf_67']",11,6,train,0,0.45454545454545453,0.16666666666666666
afi 32-1001 civil engineer operations,"['AFI 32-1001.pdf_83', 'AFI 32-1001.pdf_51', 'AFI 32-1001.pdf_37', 'AFI 32-1001.pdf_87', 'AFI 32-1001.pdf_76']",5,1,"['AFI 32-9004.pdf_69', 'AFMAN 13-204V1.pdf_91', 'AFMAN 32-1053.pdf_66', 'AFMAN 32-1053.pdf_32', 'AFI 32-10112.pdf_32', 'AFMAN 91-203.pdf_247', 'AFI 32-1020.pdf_128', 'AFI 10-210.pdf_112', 'AFI 10-210.pdf_37', 'DAFMAN 91-203.pdf_368', 'DAFMAN 91-203.pdf_278', 'AFMAN 32-1062.pdf_23', 'AFMAN 32-1062.pdf_12', 'AFMAN 32-3001.pdf_84', 'AFMAN 13-204V2.pdf_37', 'AFMAN 32-1067.pdf_72', 'AFMAN 32-1067.pdf_36', 'AFI 25-201.pdf_22', 'AFI 32-9005.pdf_68', 'AFI 24-605V5.pdf_98']",20,15,train,0,0.25,0.06666666666666667
afi 32-1015 integrated installation planning,"['AFI 32-1015.pdf_0', 'AFI 32-1015.pdf_83', 'AFI 32-1015.pdf_85', 'AFI 32-1015.pdf_41', 'AFI 32-1015.pdf_20']",5,1,"['CFETP 0020.pdf_21', 'CFETP 0020.pdf_406', 'DAFI 90-1701.pdf_42', 'DAFI 90-1701.pdf_30', 'AFI 32-9005.pdf_98', 'AFI 32-9005.pdf_46', 'AFI 32-9005.pdf_44', 'DAFI 32-9005.pdf_98', 'DAFI 32-9005.pdf_46', 'DAFI 32-9005.pdf_44', 'DAFMAN 63-119.pdf_478', 'DAFMAN 63-119.pdf_53', 'AFI 36-816.pdf_152', 'AFI 10-503.pdf_68', 'AFI 10-503.pdf_47', 'AFMAN 13-204V2.pdf_103', 'DAFI 52-105.pdf_19', 'DAFI 52-105.pdf_9', 'AFI 32-1023.pdf_59', 'AFI 32-1023.pdf_29']",20,10,train,0,0.25,0.1
afi 32-1020 planning and programming built infrastructure projects,"['AFI 32-1020.pdf_23', 'AFI 32-1020.pdf_33', 'AFI 32-1020.pdf_32']",3,1,"['AFMAN 91-201.pdf_8', 'AFI 32-7001.pdf_87', 'AFI 32-7001.pdf_151', 'AFI 32-1015.pdf_76', 'AFI 32-1015.pdf_83', 'AFI 32-1023.pdf_59', 'AFI 32-1023.pdf_6', 'AFI 32-1023.pdf_18', 'AFMAN 32-1084.pdf_45', 'AFMAN 32-1084.pdf_5', 'DAFMAN 32-1084.pdf_45', 'DAFMAN 32-1084.pdf_5']",12,6,train,0,0.25,0.16666666666666666
afi 32-6000 housing management,"['AFI 32-6000.pdf_13', 'AFI 32-6000.pdf_10', 'AFI 32-6000.pdf_5', 'AFI 32-6000.pdf_12', 'AFI 32-6000.pdf_424']",5,1,"['AFJQS 8H000.pdf_195', 'AFJQS 8H000.pdf_13', 'AFJQS 8H000.pdf_1', 'AFI 32-1023.pdf_59', 'AFI 32-1023.pdf_18', 'AFI 23-101.pdf_484', 'AFI 23-101.pdf_387', 'AFI 36-2109.pdf_54', 'AFI 36-2109.pdf_61', 'DAFPM 2021-36-01.pdf_9', 'DAFPM 2021-36-01.pdf_230', 'DAFPM 2021-36-01.pdf_215', 'DAFMAN 1-101.pdf_89', 'DAFMAN 1-101.pdf_69', 'DAFI 34-1101.pdf_73', 'AFI 32-1020.pdf_128', 'AFI 32-1020.pdf_72', 'AFI 32-1020.pdf_23', 'DAFMAN 65-605V1.pdf_510', 'DAFMAN 65-605V1.pdf_364']",20,9,train,0,0.25,0.1111111111111111
afi 32-7001 environmental management,"['AFI 32-7001.pdf_13', 'AFI 32-7001.pdf_7', 'AFI 32-7001.pdf_8', 'AFI 32-7001.pdf_239', 'AFI 32-7001.pdf_177']",5,1,"['AFI 32-7091.pdf_69', 'AFI 32-7091.pdf_17', 'AFI 32-7091.pdf_18', 'AFI 32-7091.pdf_24', 'AFI 32-7091.pdf_25', 'AFI 23-502.pdf_7', 'AFI 23-502.pdf_25', 'AFI 23-502.pdf_34', 'AFI 32-1023.pdf_59', 'AFI 32-1023.pdf_35', 'AFI 32-1023.pdf_38', 'AFMAN 32-7002.pdf_106', 'AFMAN 32-7002.pdf_38', 'AFMAN 32-7002.pdf_11', 'AFMAN 32-7002.pdf_30', 'AFMAN 32-7002.pdf_72', 'AFMAN 65-605V1.pdf_875', 'AFI 23-202.pdf_7', 'AFI 23-202.pdf_19', 'AFI 90-2001.pdf_52']",20,7,train,0,0.25,0.14285714285714285
afi 32-7020 environmental restoration program,"['AFI 32-7020.pdf_580', 'AFI 32-7020.pdf_581', 'AFI 32-7020.pdf_474', 'AFI 32-7020.pdf_489', 'AFI 32-7020.pdf_503']",5,1,"['CFETP 2W0X1C1.pdf_269', 'AFI 32-7001.pdf_239', 'AFI 32-7001.pdf_177', 'AFI 32-7001.pdf_151', 'AFI 32-7001.pdf_222', 'AFI 32-7066.pdf_32', 'AFI 32-7066.pdf_4', 'AFI 35-108.pdf_14', 'AFI 35-108.pdf_3', 'CFETP 35B.pdf_460', 'CFETP 35P.pdf_518', 'AFI 48-145.pdf_57', 'AFI 32-6000.pdf_263', 'AFI 32-6000.pdf_229', 'AFMAN 13-212V1.pdf_92', 'AFMAN 13-212V1.pdf_86', 'AFMAN 13-212V1.pdf_32', 'AFI 20-101_63-101.pdf_239', 'AFI 20-101_63-101.pdf_245', 'AFMAN 32-7003.pdf_145']",20,11,train,0,0.25,0.09090909090909091
afi 33-332 air force privacy and civil liberties program,"['AFI 33-332.pdf_72', 'AFI 33-332.pdf_35', 'AFI 33-332.pdf_48']",3,1,"['CFETP 4C0X1.pdf_846', 'CFETP 4R0X1.pdf_386', 'AFMAN 16-1405.pdf_711', 'AFMAN 16-1405.pdf_669', 'CFETP 4A0X1.pdf_872', 'CFETP 4A0X1.pdf_137', 'CFETP 4A0X1.pdf_251', 'CFETP 4A0X1.pdf_779', 'AFI 10-403.pdf_127', 'AFI 10-403.pdf_5', 'HOI 33-19.pdf_22', 'HOI 33-19.pdf_5']",12,6,train,0,0.25,0.16666666666666666
afi 34-108 commercial sponsorship and sale of advertising,['AFI 34-108.pdf_35'],1,1,"['AFI 36-2925.pdf_164', 'AFI 36-2925.pdf_219', 'AFMAN 10-1004.pdf_103', 'AFMAN 10-1004.pdf_152']",4,2,train,0,0.25,0.5
afi 34-1201 protocol,"['AFI 34-1201.pdf_152', 'AFI 34-1201.pdf_140', 'AFI 34-1201.pdf_119', 'AFI 34-1201.pdf_0', 'AFI 34-1201.pdf_145']",5,1,"['AFJQS 8A300.pdf_25', 'AFJQS 8A300.pdf_18', 'CFETP 2T1X1.pdf_630', 'AFMAN 23-122.pdf_1172', 'AFMAN 23-122.pdf_654', 'CFETP 38PX.pdf_323', 'AFI 24-301.pdf_109', 'AFI 24-301.pdf_145', 'AFPAM 34-1202.pdf_140', 'AFPAM 34-1202.pdf_19', 'AFPAM 34-1202.pdf_0', 'AFPAM 34-1202.pdf_32', 'AFI 1-1.pdf_40', 'AFI 1-1.pdf_16', 'AFH 23-123V1.pdf_831', 'DAFI 34-160.pdf_291', 'AFI 36-2903.pdf_238', 'AFI 36-2903.pdf_81', 'AFI 34-501.pdf_315', 'AFI 34-501.pdf_308']",20,11,train,0,0.25,0.09090909090909091
afi 34-126 armed forces entertainment program,['AFI 34-126.pdf_36'],1,1,"['OPNAVINST 1710.4C.pdf_29', 'OPNAVINST 1710.4C.pdf_0', 'OPNAVINST 1710.4C.pdf_2', 'AFI 34-101.pdf_76']",4,2,train,0,0.25,0.5
afi 34-205 services nonappropriated fund facility projects,['AFI 34-205.pdf_0'],1,1,"['AFMAN 34-209.pdf_238', 'AFI 32-1020.pdf_128', 'AFI 32-1020.pdf_23', 'AFI 34-101.pdf_195']",4,3,train,0,0.25,0.3333333333333333
afi 34-266 fitness sports and world class athlete program,"['AFI 34-266.pdf_0', 'AFI 34-266.pdf_13']",2,1,"['DAFI 64-117.pdf_134', 'DAFI 64-117.pdf_94', 'DAFMAN 65-605V1.pdf_510', 'DAFMAN 65-605V1.pdf_289', 'AFI 65-106.pdf_297', 'AFI 65-106.pdf_51', 'DAFMAN 21-201.pdf_455', 'DAFMAN 21-201.pdf_249']",8,4,train,0,0.25,0.25
afi 35-101 public affairs operations,"['AFI 35-101.pdf_251', 'AFI 35-101.pdf_271', 'AFI 35-101.pdf_66', 'AFI 35-101.pdf_201', 'AFI 35-101.pdf_101']",5,1,"['CFETP 35B.pdf_460', 'CFETP 35P.pdf_518', 'AFI 10-403.pdf_59', 'AFI 10-403.pdf_127', 'AFI 10-403.pdf_117', 'AFI 35-107.pdf_46', 'AFI 35-105.pdf_131', 'AFI 35-105.pdf_37', 'AFI 35-110.pdf_91', 'AFMD 28.pdf_9', 'AFI 35-113.pdf_6', 'AFPD 10-7.pdf_20', 'AFI 32-7001.pdf_90', 'AFI 32-7001.pdf_30', 'AFMAN 35-101.pdf_176', 'AFMAN 35-101.pdf_5', 'AFMAN 35-101.pdf_128', 'AFMAN 35-101.pdf_87', 'AFMAN 35-101.pdf_69', 'AFI 11-209.pdf_46']",20,12,train,0,0.25,0.08333333333333333
afi 35-110 us air force bands,['AFI 35-110.pdf_86'],1,1,['AFI 35-101.pdf_226'],1,1,train,0,1.0,1.0
afi 36-1101 defense civilian intelligence personnel system (dcips),"['AFI 36-1101.pdf_7', 'AFI 36-1101.pdf_35', 'AFI 36-1101.pdf_33', 'AFI 36-1101.pdf_29', 'AFI 36-1101.pdf_26']",5,1,"['AFMAN 36-606.pdf_87', 'AFMAN 36-606.pdf_57']",2,1,train,0,2.5,1.0
afi 36-129 civilian personnel management and administration,"['AFI 36-129.pdf_63', 'AFI 36-129.pdf_64', 'AFI 36-129.pdf_7', 'AFI 36-129.pdf_42', 'AFI 36-129.pdf_56']",5,1,"['AFI 10-403.pdf_127', 'AFI 10-403.pdf_82', 'DAFGM 2021-36-02.pdf_41', 'DAFGM 2021-36-02.pdf_31', 'AFI 65-601V2.pdf_110', 'AFI 65-601V2.pdf_27', 'AFI 24-605V5.pdf_97', 'AFI 24-605V5.pdf_46', 'AFI 1-1.pdf_40', 'AFMAN 13-204V1.pdf_91', 'AFMAN 13-204V1.pdf_40', 'AFI 38-101.pdf_69', 'AFI 38-101.pdf_315', 'AFMAN 11-2C-17V1.pdf_191', 'AFMAN 11-2C-17V1.pdf_163', 'AFMAN 11-2C-21V1.pdf_144', 'AFMAN 11-2C-21V1.pdf_132', 'AFMAN 11-2AEV1.pdf_121', 'AFMAN 11-2AEV1.pdf_104', 'AFMAN 11-2KC-10V1.pdf_207']",20,11,train,0,0.25,0.09090909090909091
afi 36-2014 pre-commissioning programs,"['AFI 36-2014.pdf_13', 'AFI 36-2014.pdf_12', 'AFI 36-2014.pdf_30']",3,1,"['AFI 36-2502.pdf_282', 'AFI 36-2502.pdf_139']",2,1,train,0,1.5,1.0
afi 36-2113 the first sergeant,"['AFI 36-2113.pdf_147', 'AFI 36-2113.pdf_40', 'AFI 36-2113.pdf_45', 'AFI 36-2113.pdf_145', 'AFI 36-2113.pdf_44']",5,1,"['CFETP 35B.pdf_480', 'CFETP 35B.pdf_218', 'AFI 1-1.pdf_40', 'AFI 1-1.pdf_21', 'DAFI 36-2110.pdf_950', 'DAFI 36-2110.pdf_896', 'DAFI 36-2110.pdf_300', 'AFI 36-2903.pdf_238', 'AFI 36-2903.pdf_190', 'AFI 36-2109.pdf_46', 'AFI 36-2109.pdf_61', 'AFI 36-2109.pdf_41', 'AFI 36-2109.pdf_39', 'AFI 36-2109.pdf_40', 'DAFI 36-2903.pdf_210', 'DAFI 36-2903.pdf_160', 'AFI 36-2110.pdf_972', 'AFI 36-2110.pdf_934', 'AFI 36-2110.pdf_322', 'AFTTP 3-42.53.pdf_16']",20,8,train,0,0.25,0.125
afi 36-2502 enlisted airman promotion and demotion programs,"['AFI 36-2502.pdf_376', 'AFI 36-2502.pdf_282']",2,1,"['CFETP 1D7XX.pdf_84', 'AFI 36-2608.pdf_50', 'CFETP 2A6X2.pdf_219', 'AFI 36-3203.pdf_75', 'CFETP 4T0X1C3.pdf_60', 'CFETP 4T0X1C3.pdf_512', 'CFETP 4T0X2.pdf_117', 'CFETP 4T0X2.pdf_319']",8,6,train,0,0.25,0.16666666666666666
afi 36-2619 active duty operational support (ados) active component (ac) man-day program,"['AFI 36-2619.pdf_20', 'AFI 36-2619.pdf_58']",2,1,"['DAFI 36-2619.pdf_7', 'DAFI 36-2619.pdf_71', 'DAFI 36-2619.pdf_109', 'AFI 51-101.pdf_295', 'AFI 36-3003.pdf_164', 'AFI 36-3003.pdf_44', 'DAFI 36-3003.pdf_190', 'DAFI 36-3003.pdf_70']",8,4,train,0,0.25,0.25
afi 36-2639 education with industry program,"['AFI 36-2639.pdf_17', 'AFI 36-2639.pdf_11', 'AFI 36-2639.pdf_13', 'AFI 36-2639.pdf_12', 'AFI 36-2639.pdf_6']",5,1,"['CFETP 21MX.pdf_1035', 'CFETP 21MX.pdf_1022', 'CFETP 0801_0808_0810_0819_0830_0850.pdf_388', 'CFETP 1B4X1.pdf_52', 'AFI 36-2119.pdf_22', 'AFI 36-2119.pdf_68', 'CFETP 17X.pdf_1399']",7,5,train,0,0.7142857142857143,0.2
afi 36-2644 self-aid and buddy care training,"['AFI 36-2644.pdf_12', 'AFI 36-2644.pdf_0']",2,1,"['AFMAN 11-2KC-135V1.pdf_299', 'AFMAN 11-2KC-135V1.pdf_298', 'AFMAN 11-2C-21V1.pdf_129', 'AFMAN 11-2C-21V1.pdf_144', 'AFMAN 11-2EAV1.pdf_135', 'AFMAN 11-2EAV1.pdf_152', 'AFMAN 11-2C-5V1.pdf_122', 'AFMAN 11-2C-5V1.pdf_136']",8,4,train,0,0.25,0.25
